app_id,y_prob,prediction_label
com.amech.hunting.jungle.animals,0.05369593948485114,0
com.CallRecord,0.16854669294131794,0
com.goru.aiphotoenhancer,0.2792014151857882,0
com.adobe.spark.post,0.4022319106003742,1
com.aspiration.postermaker.editor,0.17475925737422943,0
com.businessmarketing,0.4933262000234537,1
com.delgeo.desygner,0.7477291739343092,1
com.skysoft.removalfree,0.07542179762942634,0
com.socialmedia.socialmediapostmaker,0.09318822659118475,0
rs.ignite.paintation,0.1545629239187834,0
toon.photo.cartoon.editor,0.3674513660864216,1
com.johnboysoftware.jbv1,0.06282565033430605,0
com.navmii.android.dashcam,0.1061166899333759,0
com.seeworld.gljdw,0.10008678196060479,0
com.tsdweb.cirro,0.05179095134097953,0
com.vertai.vertalpr,0.07598107816985131,0
ie.assettrac.tirecheck.tirecheck,0.05892342983576444,0
com.chess.master3d,0.05929357176226524,0
com.quarzo.fourinarow,0.05663771842902734,0
com.sandstormi.bloodhonor,0.04970766575863943,0
com.zingmagic.backgammonvfree,0.05917246901445487,0
com.zingmagic.checkersvfree,0.05869782535738599,0
com.zingmagic.chessvfree,0.06679174881042445,0
com.zingmagic.chinesechessvfree,0.05403947341414521,0
com.zingmagic.gomokuvfree,0.05176924931561315,0
bible.and.strongs.concordance,0.13575401084605015,0
com.amharicbiblefree.book.AOTKKDRVLFRBERSXW,0.18382893567451036,0
com.dictamp.deutschsynonymeworterbuch,0.06857340680173957,0
com.dictamp.englishfrench,0.0776488019201809,0
com.dictamp.englishpoems,0.09625616203746974,0
com.dictamp.engpol,0.08240337097332871,0
com.dictamp.german,0.06497269336193892,0
com.flyersoft.moonreader,0.14052451012995748,0
com.foobnix.pdf.reader,0.15771969637287087,0
com.hindirashifal.rashifal2021,0.15619680433364153,0
com.hsnapps.englishgermandictionary,0.060726856727504684,0
com.mackin.via.reader,0.09356305707505656,0
com.orchid.malayalam_dictionary,0.1342801929022714,0
com.selvasai.diodict.five,0.26874060849507336,0
com.translator.dictionarytrru,0.0948598109465395,0
com.translator.rusexpdict,0.1265901507020581,0
com.ttdic.synonymsru,0.07098348694738424,0
com.ttdictionary.germanturkish,0.08694933104198832,0
com.ttdictionary.ruseng,0.2263940151814531,0
com.ttdictionary.russianbiblienc,0.08400933529263171,0
com.ttdictionary.russianfrench,0.09476055376461219,0
com.ttdictionary.russianspanish,0.08236749912595523,0
com.ttdictionary.ukrainianenglish,0.0792696129582123,0
com.vd.worldgeneralknowledge,0.09731282954037361,0
