app_id,y_prob,prediction_label
com.amech.hunting.jungle.animals,0.04685081874128194,0
com.CallRecord,0.3032902087951516,0
com.adobe.spark.post,0.4761117858706777,1
com.aspiration.postermaker.editor,0.17179985406106613,0
com.businessmarketing,0.2914861527840015,0
com.delgeo.desygner,0.749308920940893,1
com.skysoft.removalfree,0.07932195324787358,0
rs.ignite.paintation,0.07938757035193897,0
toon.photo.cartoon.editor,0.49412861873720637,1
com.johnboysoftware.jbv1,0.06644196377268322,0
com.navmii.android.dashcam,0.11556163367478925,0
com.seeworld.gljdw,0.1255059093995073,0
info.hasanaga.azerus,0.06765247635780158,0
net.fileden.dictionary,0.0809863158037194,0
ua.mybible,0.04876267613002715,0
com.accela.pma,0.11182576993475384,0
com.airgms.mobile,0.29638682004397215,0
com.autoroutesante.iCyclop,0.1077649374223737,0
com.bpmobile.iscanner.free,0.39340859352796265,1
com.companyname.Unimovil,0.05731188015671716,0
com.deltatechnepal.delta_sales_app,0.07941100924971302,0
com.digistore24.reports,0.09453277981953612,0
com.fareclock.tc,0.06172344802509509,0
com.flick2know.gt,0.08573023939277179,0
com.getjobber.jobber,0.1484523624526834,0
com.gigsmart.requester,0.08031158357784943,0
com.hirist.jobseeker,0.2664272648973881,0
com.intellifluence.intellifluence,0.14247334318479243,0
com.ionicframework.snapaddybusinesscards938320,0.17393704776213056,0
com.itgurussoftware.android.peoplehr,0.21740299298358248,0
com.mailchimp.mailchimp,0.4767050368341512,1
com.markate.markatepro,0.09973969873306149,0
com.method.methodcrm,0.09082668194813444,0
com.mhelpdesk.endeavor,0.08931581984194552,0
com.mobisystems.editor.office_with_reg,0.4258905827011289,1
com.pegasustranstech.transflonowplus,0.25471751097973305,0
com.pennyapp.pennyy,0.36452628381326946,1
com.perfectcorp.ymkbusiness,0.06791752761571428,0
com.plangrid.android,0.13848033782397134,0
com.procurify.client,0.09873734003427663,0
com.spatialnetworks.fulcrum,0.06580095263639021,0
com.tm.mms.TeleMessageClientApp,0.734059763261397,1
com.trane.bassuite.android,0.08810537217353533,0
com.vaion.vcore,0.08779039476262833,0
com.viasql.classic,0.06035456662821589,0
com.wantedly.android.namecard_scanner,0.6258778453501145,1
cz.dactylgroup.smartsupp.android,0.9729446287006042,1
io.doubletick.mobile.crm,0.7308556646357287,1
io.shepherdworkshop.app,0.06177140559176084,0
nl.ibridge.planning,0.16463625667934215,0
org.geminishalesolutions.gemini,0.06601125219477176,0
ru.dikidi.beauty.business,0.2368703203580184,0
th.co.gofive.empeo,0.2948868732816849,0
us.nextforce.app,0.14547387198368236,0
com.astarsoftware.spades,0.053681268187563205,0
com.casualino.vipbelote.single,0.05471236994077768,0
com.eryodsoft.android.cards.damedepique,0.04641984647539325,0
com.eryodsoft.android.cards.tarot.lite,0.0494728657227768,0
com.jpapale.cyberjass,0.06129417751552354,0
com.tonielro.mygdxgame,0.04693625215768075,0
net.becvert.tarotfrancais,0.06079220689031216,0
com.iaan.pencilcamera,0.10210035264820108,0
com.gemtechnologies.gem4me,0.9626857997262048,1
com.handcent.app.nextsms,0.955509991316967,1
com.jesusrojo.vttvfull,0.21537988137431788,0
com.messages.chat,0.590395066223899,1
ai.boyfriend.virtual.dating.lover.iboy,0.9129440459084114,1
ai.praktika.android,0.8827523307067502,1
ai.rocky.app,0.9615410582749213,1
app.awarefy.awarefyapp,0.7857865686328769,1
co.vulcanlabs.pictranslator,0.9217730261979504,1
com.adobe.reader,0.9509285081955919,1
com.baek.Gatalk_market,0.8633246025161387,1
com.coursehero.coursehero,0.9515906994407934,1
com.ejoy.epic,0.9549864434761515,1
com.innovate.BlackPeopleMingle,0.7426910360436393,1
com.innovate.ChinaSocial,0.7625309723878855,1
com.innovate.MalaysianSocial,0.9587012987075478,1
com.innovate.SaudiArabiaCupid,0.9367325604451558,1
com.innovate.SingaporeSocial,0.9151791855879674,1
com.innovate.ThaiSocial,0.9699711223184557,1
com.kindermate.kai,0.8217227597336325,1
com.mailtime.android,0.9535563201664493,1
com.microsoft.bing,0.8407985858235456,1
com.mingle.AussieSocial,0.9087060307222445,1
com.mingle.DutchCupid,0.9708069666581297,1
com.mingle.EuropianMingle,0.9720626862059957,1
com.mingle.PolishCupid,0.9478723169198634,1
com.mingle.SwissCupid,0.9695255237516557,1
com.mingle.VenezuelaCupid,0.9694728875371188,1
com.redraw.keyboard,0.8373064742682889,1
com.smartremote.homepodsiri,0.9446007391257375,1
com.surrealwork.mementomori,0.6212506733918333,1
com.tag_hive.saathi.saathi,0.6994219695356865,1
com.testa.databot,0.8772820687274425,1
com.tuya.smartlife,0.7627200786710968,1
com.wellocution.androidapp,0.5153311871439719,1
com.xvideostudio.videodownload,0.9580338216237372,1
help.simplicity.simplicity,0.6922903177393147,1
in.softecks.artificialintelligence,0.9575159357209326,1
insights.investments.app,0.5736670743286474,1
messenger.x.chat.bot.messenger.release,0.9695688281473117,1
quick.read.app,0.8981154505945927,1
com.cenkle.chat.elele,0.8918403748018774,1
com.lt.ieltspracticetest,0.6739153492408787,1
com.nosapps.android.get2clouds,0.6398132710069198,1
com.psychictxt.psychictxtapplication,0.800900382535637,1
com.strangers.chat_developers.strangerschatapp,0.8982565834472835,1
com.truecaller,0.7430625684651003,1
de.inforapid.knowledgebasebuilder.free.android,0.7599009619637245,1
